iter	Passed	Remaining
1667	91536	16847
1668	91578	16790
1669	91647	16738
1670	91693	16681
1671	91769	16630
1672	91824	16575
1673	91882	16521
1674	91924	16464
1675	91964	16406
1676	92028	16353
1677	92080	16297
1678	92134	16242
1679	92177	16186
1680	92250	16134
1681	92308	16079
1682	92374	16026
1683	92426	15971
1684	92461	15913
1685	92524	15859
1686	92612	15810
1687	92700	15761
1688	92759	15707
1689	92838	15656
1690	92877	15598
1691	92952	15547
1692	93022	15494
1693	93102	15443
1694	93195	15395
1695	93266	15342
1696	93342	15291
1697	93408	15237
1698	93474	15184
1699	93524	15128
1700	93574	15073
1701	93656	15022
1702	93723	14969
1703	93797	14917
1704	93846	14861
1705	93888	14804
1706	93956	14751
1707	94001	14694
1708	94063	14640
1709	94112	14584
1710	94175	14530
1711	94244	14477
1712	94303	14423
1713	94374	14370
1714	94457	14320
1715	94520	14266
1716	94550	14207
1717	94609	14152
1718	94648	14095
1719	94727	14043
1720	94792	13990
1721	94865	13937
1722	94922	13882
1723	94999	13831
1724	95051	13775
1725	95138	13725
1726	95204	13671
1727	95255	13615
1728	95304	13559
1729	95386	13508
1730	95445	13453
1731	95510	13400
1732	95560	13344
1733	95609	13288
1734	95641	13229
1735	95701	13175
1736	95759	13120
1737	95817	13065
1738	95869	13010
1739	95923	12955
1740	95975	12899
1741	96003	12840
1742	96053	12785
1743	96127	12732
1744	96186	12677
1745	96247	12623
1746	96314	12569
1747	96398	12518
1748	96453	12463
1749	96498	12406
1750	96554	12351
1751	96621	12298
1752	96661	12241
1753	96738	12188
1754	96779	12131
1755	96859	12079
1756	96908	12023
1757	96974	11970
1758	97021	11913
1759	97087	11860
1760	97147	11805
1761	97200	11750
1762	97267	11696
1763	97309	11639
1764	97360	11583
1765	97404	11527
1766	97452	11471
1767	97531	11419
1768	97572	11362
1769	97615	11305
1770	97666	11250
1771	97723	11195
1772	97792	11141
1773	97855	11087
1774	97906	11031
1775	97971	10977
1776	98030	10922
1777	98076	10866
1778	98143	10812
1779	98195	10757
1780	98248	10701
1781	98308	10647
1782	98356	10591
1783	98431	10538
1784	98482	10482
1785	98524	10426
1786	98578	10370
1787	98641	10316
1788	98703	10262
1789	98782	10209
1790	98838	10154
1791	98910	10100
1792	98956	10044
1793	98990	9987
1794	99032	9930
1795	99086	9875
1796	99148	9821
1797	99210	9766
1798	99260	9710
1799	99341	9658
1800	99397	9603
1801	99456	9548
1802	99513	9493
1803	99562	9437
1804	99637	9384
1805	99719	9331
1806	99784	9277
1807	99847	9222
1808	99927	9169
1809	99978	9114
1810	100041	9059
1811	100111	9005
1812	100193	8952
1813	100239	8896
1814	100301	8842
1815	100355	8786
1816	100420	8732
1817	100503	8679
1818	100563	8624
1819	100623	8569
1820	100710	8517
1821	100777	8462
1822	100848	8408
1823	100931	8355
1824	100984	8300
1825	101016	8242
1826	101090	8189
1827	101131	8132
1828	101206	8078
1829	101238	8021
1830	101302	7966
1831	101368	7912
1832	101436	7858
1833	101486	7802
1834	101542	7747
1835	101616	7693
1836	101662	7637
1837	101711	7581
1838	101749	7524
1839	101808	7469
1840	101891	7416
1841	101962	7362
1842	102037	7308
1843	102105	7253
1844	102171	7199
1845	102220	7143
1846	102252	7086
1847	102321	7031
1848	102382	6976
1849	102460	6923
1850	102512	6867
1851	102590	6813
1852	102669	6759
1853	102731	6704
1854	102800	6650
1855	102835	6593
1856	102897	6538
1857	102968	6484
1858	103030	6429
1859	103114	6375
1860	103154	6318
1861	103225	6264
1862	103286	6209
1863	103325	6152
1864	103386	6097
1865	103451	6042
1866	103513	5987
1867	103582	5933
1868	103617	5876
1869	103695	5822
1870	103773	5768
1871	103848	5713
1872	103935	5660
1873	104019	5606
1874	104071	5550
1875	104124	5494
1876	104184	5439
1877	104248	5384
1878	104309	5329
1879	104379	5274
1880	104450	5219
1881	104492	5163
1882	104528	5107
1883	104579	5051
1884	104630	4995
1885	104673	4939
1886	104747	4884
1887	104813	4829
1888	104868	4774
1889	104936	4719
1890	104999	4664
1891	105084	4609
1892	105150	4554
1893	105216	4499
1894	105282	4444
1895	105327	4388
1896	105393	4333
1897	105469	4278
1898	105541	4223
1899	105644	4170
1900	105710	4114
1901	105787	4060
1902	105850	4004
1903	105902	3949
1904	105957	3893
1905	106016	3837
1906	106083	3782
1907	106155	3727
1908	106203	3671
1909	106276	3616
1910	106324	3560
1911	106400	3505
1912	106451	3450
1913	106529	3395
1914	106594	3339
1915	106644	3283
1916	106684	3227
1917	106747	3172
1918	106791	3116
1919	106865	3061
1920	106934	3005
1921	106989	2950
1922	107062	2895
1923	107147	2840
1924	107230	2785
1925	107286	2729
1926	107347	2673
1927	107419	2618
1928	107490	2563
1929	107563	2507
1930	107639	2452
1931	107695	2396
1932	107747	2341
1933	107820	2285
1934	107890	2230
1935	107965	2174
1936	108006	2118
1937	108077	2063
1938	108125	2007
1939	108190	1951
1940	108266	1896
1941	108343	1841
1942	108410	1785
1943	108472	1729
1944	108526	1673
1945	108589	1618
1946	108653	1562
1947	108705	1506
1948	108764	1450
1949	108835	1395
1950	108885	1339
1951	108948	1283
1952	109000	1227
1953	109073	1172
1954	109122	1116
1955	109180	1060
1956	109270	1005
1957	109334	949
1958	109425	893
1959	109485	837
1960	109544	782
1961	109597	726
1962	109632	670
1963	109693	614
1964	109761	558
1965	109827	502
1966	109890	446
1967	109942	391
1968	109995	335
1969	110035	279
1970	110094	223
1971	110167	167
1972	110228	111
1973	110290	55
1974	110327	0
